28211	3.283058	1.362004	1
35585	0.328778	0.188437	1
42515	10.531644	0.870849	3
17627	3.869031	0.547191	2
40720	16.950324	1.649117	3
33707	2.875940	0.162128	1
62337	3.845100	0.584395	1
17278	4.088282	1.496708	2
22669	8.419972	0.806751	3
11224	1.387072	1.576739	2
11555	5.635239	1.054172	2
23669	12.123990	0.789977	3
76416	14.486072	0.384949	1
8263	2.459169	0.333598	2
14123	4.698060	0.287341	2
42914	3.438781	1.089106	1
57387	9.562532	0.666024	3
26952	2.990060	0.269900	1
49662	1.734767	1.387766	1
0	4.164188	1.237885	2
51738	4.807584	0.080468	1
8959	2.294191	0.073166	2
12115	0.000000	1.226440	2
31252	11.329817	0.521588	3
34330	2.992450	1.419284	1
69342	6.426264	1.321436	1
29800	11.097749	1.689873	3
41770	11.754066	0.251985	3
9325	2.656594	0.937820	2
10721	2.892864	0.573336	2
17891	7.305219	1.098783	2
1385	4.381051	1.296289	2
60054	6.321956	1.684043	3
5850	3.926726	1.693633	2
18918	10.130494	0.850508	3
22875	11.221301	0.812186	3
0	1.372636	0.747866	2
27993	2.136484	0.653983	1
15206	9.194841	0.836621	2
15437	1.633179	0.726256	2
34207	10.553975	0.576383	3
44629	8.402447	0.922158	3
67623	7.418251	1.413057	1
31191	1.141907	0.927247	1
28325	8.900959	0.808028	3
4992	5.755249	0.788277	2
53238	8.721101	1.569420	3
16831	0.000000	1.379570	2
24143	9.695430	0.139511	3
25312	3.460899	1.205342	1
20954	8.383404	1.105848	3
23624	11.674617	0.664036	3
8029	3.520895	1.470751	2
6316	3.132742	0.872641	2
75602	10.079394	0.550382	1
41064	10.351279	0.620793	3
56487	12.663386	0.081464	1
2579	0.723559	0.261680	2
4753	2.984242	0.425276	2
19430	9.727807	0.142177	3
11378	4.495229	0.896143	2
42469	3.573103	0.652859	1
60676	6.933527	1.460621	1
13078	6.629690	0.279288	2
38583	4.872999	1.697478	1
74344	14.279588	0.267646	1
14351	3.126747	1.585222	2
3334	5.680486	1.602694	2
32077	3.268874	0.638133	1
10501	2.680232	0.158870	2
14934	6.528661	0.174012	2
66270	4.335919	0.104395	1
36912	9.725306	0.571841	3
71049	7.875379	0.704701	1
44286	8.155962	1.361695	3
48122	9.684566	0.802804	3
63987	7.189441	1.187116	1
2100	1.531038	0.932673	2
28919	8.951933	1.201117	3
11773	1.827644	1.458459	2
19724	3.260165	0.267723	2
28672	12.203807	1.291230	3
5682	0.000000	0.775414	2
10260	4.011983	0.668164	2
73117	12.496785	0.902048	1
19684	7.614441	0.263180	3
14044	0.000000	1.260369	2
6701	2.343046	0.373425	2
80584	15.725623	1.671303	1
36416	8.921665	0.396620	3
38299	9.927307	0.907483	3
7453	1.137402	0.882057	2
45955	10.803817	1.168455	3
10682	0.558899	1.303076	2
35652	11.778069	0.377205	3
76950	10.847468	1.323656	1
20689	5.801136	0.378034	3
50072	3.646454	0.179571	1
60946	5.225097	0.871647	1
6819	0.000000	0.611233	2
24539	1.344545	1.341174	1
36345	8.228445	1.416176	3
32101	8.558300	1.288760	3
11284	3.161350	0.345316	2
27671	9.475529	0.678282	3
31213	6.714128	1.688949	3
14563	6.730152	1.240835	2
36713	4.180044	1.606824	1
49461	10.905220	0.157128	3
9259	0.000000	1.217141	2
11679	5.916421	0.611721	2
2157	2.797063	0.881527	2
40815	10.142636	0.984959	3
10874	1.267757	1.668757	2
4777	4.255959	0.596668	2
2166	2.060204	0.148103	2
50727	2.803672	0.848231	1
62786	10.856978	0.053628	3
56483	2.319846	0.969707	1
45807	3.127335	1.049589	1
64450	9.363548	1.462748	1
45437	7.375371	0.184522	3
19789	14.639423	0.640862	3
29324	12.254280	1.509976	3
35244	7.845751	1.054203	3
45054	2.753919	0.287956	1
60412	13.142686	0.260127	1
15871	6.011061	0.675777	2
34636	14.266612	1.421729	3
45754	8.148230	0.710801	3
4982	4.185542	0.830736	2
25322	6.490278	0.998409	3
13840	7.563733	1.657416	2
11771	5.057785	1.568668	2
68813	9.331791	1.260506	1
25991	3.780822	0.717059	1
10493	0.000000	0.962048	2
3866	1.429265	1.317036	2
41030	12.576125	0.745847	3
66637	7.672562	1.290665	1
51620	1.463090	0.201951	1
41713	11.620370	0.851499	3
47219	8.431535	0.794477	3
5626	2.434770	1.094587	2
11685	2.935749	1.292796	2
24419	11.288026	0.953964	3
31553	8.979561	0.185680	3
57749	6.930258	0.907575	1
50354	1.179632	0.428731	1
